product_name,product_brand,product_category,product_code,product_series,product_part_number,business,product_identifier
IOM Control Panel,Metasys,Control Panel,"Not Specified, P2AAN-BA001N00, P2AAN-DA001N00, P2AAY-BA001N00, P2BAN-BA001N00, P2BAN-BA002N00, P2BAN-BACA1N00, P2BAN-BACD2N00, P2BAN-BACF2N00, P2BAN-BACG2N00, P2BAN-DA001N00, P2BAY-BA001N00, P2BCN-BACD2N00, P2CAN-BA001Y00, P2CAN-DA001Y00, P2DAN-BA001N00, P2DAN-BA001Y00, P2DAN-BACD2N00, P2DAN-BACD2Y00, P2DAN-BACE2N00, P2DAN-BACF2N00, P2DAN-BACG2N00, P2DAN-BACH2N00, P2DAN-DA001N00, P2DAN-DA002N00, P2DAN-DA002Y00, P2DAN-DACD1N00, P2DAN-DACD2N00, P2DAN-DACD2Y00, P2DAY-BA001N00, P2DAY-BACD2N00, P2DCN-BA002N00, P2DCN-BACD2N00, PAG100009AA0 ,PAG100009AA0 ,PAG100009AA0 ,PAG200009AA0 ,PAG200009AA0 ,PAG200009AA0 ,PAGE00009AA0 ,PAGE00009AA0 ,PAGE00009AA0 ,PAGE00009FA0 ,PAGE00009FA0 ,PAGE00009FA0 ,PAGJ00009FA0 ,PAGJ00009FA0 ,PAGJ00009FA0 ,PAJJ00009FA0 ,PAJJ00009FA0 ,PAJJ00009FA0 ,PAKG00019BA0 ,PAKG00019BA0 ,PAKG00019BA0 ,PAKG00019EA0 ,PAKG00019EA0 ,PAKG00019EA0 ,PAKGJJ01ABA0 ,PAKGJJ01ABA0 ,PAKGJJ01ABA0 ,PARE00009BA0 ,PARE00009BA0 ,PARE00009BA0, PAJA00001FH0, PAJB00001FH0, PAJC00001FH0, PAJD00001FH0, PAJF00001FH0, PAJG00001FH0, PAJH00001FH0, PAJJ00001FH0, PAJL00001FH0, PAJM00001FH0, PAJN00001FH0, PAKA00001AH0, PAKA00001BH0, PAKA00001BH4, PAKA00011BC0, PAKAJA001AH0, PAKAJA001BH0, PAKAJA011BC0, PAKAJB002AH0, PAKAJB002BH0, PAKAJB012BC0, PAKAJC002AH0, PAKAJC002BH0, PAKAJC012BC0, PAKAJD002AH0, PAKAJD002BH0, PAKAJD012BC0, PAKB00001AH0, PAKB00001AH4, PAKB00001BH0, PAKB00001BH4, PAKB00002AH0, PAKB00011BC0, PAKBJA001AH0, PAKBJA001BH0, PAKBJA011BC0, PAKBJB002AH0, PAKBJB002BH0, PAKBJB012BC0, PAKBJC002AH0, PAKBJC002BH0, PAKBJC012BC0, PAKBJD002AH0, PAKBJD002BH0, PAKBJD012BC0, PAKBJE002BH0, PAKD00001BH0, PAKE00001AH0, PAKE00001BH0, PAKF00001AH0, PAKF00001BH0, PAKF00001BH4, PAKF00011BH0, PAKFJF001AH0, PAKFJF001BH0, PAKFJF011BH0, PAKFJG002AH0, PAKFJG002BH0, PAKFJG012BH0, PAKFJH002AH0, PAKFJH002BH0, PAKFJH012BH0, PAKFJJ002AH0, PAKFJJ002BH0, PAKFJJ012BH0, PAKG00001AH0, PAKG00001AH4, PAKG00001BH0, PAKG00001BH4, PAKG00002AH0, PAKG00011BH0, PAKGJF001AH0, PAKGJF001BH0, PAKGJF011BH0, PAKGJG002AH0, PAKGJG002BH0, PAKGJG012BH0, PAKGJH002AH0, PAKGJH002BH0, PAKGJH012BH0, PAKGJJ002AH0, PAKGJJ002BH0, PAKGJJ002BH4, PAKGJJ012BH0, PAKGJK002BH0, PAKGJL002AA0, PAKGJL002AH0, PAKGJL002BA0, PAKGJL002BH0, PAKGJM002AH0, PAKGJM002BH0, PAKGJN002AA0, PAKGJN002AH0, PAKGJN002BA0, PAKGJN002BH0, PAKH00001BH0, PAKJ00001AH0, PAKJ00001BH0, PAKJJF001AA0, PAKJJF001AH0, PAKJJF001BA0, PAKJJF001BH0, PAKJJF011BA0, PAKJJF011BH0, PAKJJG002AA0, PAKJJG002AH0, PAKJJG002BA0, PAKJJG002BH0, PAKJJG012BA0, PAKJJG012BH0, PAKJJH002AA0, PAKJJH002AH0, PAKJJH002BA0, PAKJJH002BH0, PAKJJH012BA0, PAKJJH012BH0, PAKJJJ002AA0, PAKJJJ002AH0, PAKJJJ002BA0, PAKJJJ002BH0, PAKJJJ012BA0, PAKJJJ012BH0, PAKJJK002BA0, PAKJJK002BH0, PAKL00001AA0, PAKL00001AH0, PAKL00001AH4, PAKL00001BA0, PAKL00001BH0, PAKL00001BH4, PAKL00001FA0, PAKL00001FH0, PAKL00001FH4, PAKL00002AH0, PAKL00011BH0, PAKL00011EH0, PAKL0001FH4, PAKLJF001AH0, PAKLJF001BH0, PAKLJF011BH0, PAKLJG002AH0, PAKLJG002BH0, PAKLJG012BH0, PAKLJH002AH0, PAKLJH002BH0, PAKLJH012BH0, PAKLJJ002AH0, PAKLJJ002BH0, PAKLJJ002BH4, PAKLJJ012BH0, PAKLJK002BH0, PAKM00001BH4, PAKM00011BA0, PAKM00011BH0, PAKM00011EA0, PAKM00011EH0, S2A0N-BA001N00, S2A0N-DA001N00, S2A0Y-BA001N00, S2B0N-BA001N00, S2B0N-BACA1N00, S2B0N-BACD2N00, S2B0N-BACF2N00, S2B0N-DA001N00, S2C0N-BA001Y00, S2C0N-DA001Y00, S2D0N-BA001N00, S2D0N-BACD2N00, S2D0N-BACD2Y00, S2D0N-DA001N00, S2D0N-DA002N00, S2D0N-DA002Y00, S2D0N-DACD1N00, S2D0N-DACD2N00, S2D0N-DACD2Y00, SAJA00001F00, SAJB00001F00, SAJC00001F00, SAJD00001F00, SAJF00001F00, SAJG00001F00, SAJH00001F00, SAJJ00001F00, SAJL00001F00, SAJM00001F00, SAJN00001F00, SAKA00001A00, SAKA00001B00, SAKA00001B04, SAKA00011B00, SAKAJA001A00, SAKAJA001B00, SAKAJA011B00, SAKAJB002A00, SAKAJB002B00, SAKAJB012B00, SAKAJC002A00, SAKAJC002B00, SAKAJC012B00, SAKAJD002A00, SAKAJD002B00, SAKAJD012B00, SAKB00001A00, SAKB00001A04, SAKB00001B00, SAKB00001B04, SAKB00002A00, SAKB00011B00, SAKBJA001A00, SAKBJA001B00, SAKBJA011B00, SAKBJB002A00, SAKBJB002B00, SAKBJB012B00, SAKBJC002A00, SAKBJC002B00, SAKBJC012B00, SAKBJD002A00, SAKBJD002B00, SAKBJD012B00, SAKBJE002B00, SAKD00001B00, SAKE00001A00, SAKE00001B00, SAKF00001A00, SAKF00001B00, SAKF00001B04, SAKF00011B00, SAKFJF001A00, SAKFJF001B00, SAKFJF011B00, SAKFJG002A00, SAKFJG002B00, SAKFJG012B00, SAKFJH002A00, SAKFJH002B00, SAKFJH012B00, SAKFJJ002A00, SAKFJJ002B00, SAKFJJ012B00, SAKG00001A00, SAKG00001A04, SAKG00001B00, SAKG00001B04, SAKG00002A00, SAKG00011B00, SAKGJF001A00, SAKGJF001B00, SAKGJF011B00, SAKGJG002A00, SAKGJG002B00, SAKGJG012B00, SAKGJH002A00, SAKGJH002B00, SAKGJH012B00, SAKGJJ002A00, SAKGJJ002B00, SAKGJJ012B00, SAKGJK002B00, SAKGJL002A00, SAKGJL002B00, SAKGJM002A00, SAKGJM002B00, SAKGJN002A00, SAKGJN002B00, SAKH00001B00, SAKJ00001A00, SAKJ00001B00, SAKL00001A00, SAKL00001A04, SAKL00001B00, SAKL00001B04, SAKL00001F00, SAKL00001F04, SAKL00002A00, SAKL00011B00, SAKL00011E00, SAKLJF001A00, SAKLJF001B00, SAKLJF011B00, SAKLJG002A00, SAKLJG002B00, SAKLJG012B00, SAKLJH002A00, SAKLJH002B00, SAKLJH012B00, SAKLJJ002A00, SAKLJJ002B00, SAKLJJ002B04, SAKLJJ012B00, SAKLJK002B00, SAKM00011B00, SAKM00011B04, SAKM00011E00",Not Specified,Not Specified,Building Automation and Controls,IOM_Control_Panel-Met-_SAKM00011E00-Nd-naBs
D-3153,Johnson Controls,"Accessories, Butterfly Valve and Actuator, Pneumatic Actuator","2446599, D-3031, D-3073-600, D-3153, D-3153-1, D-3153-103, D-3153-104, D-3153-106, D-3153-110, D-3153-111, D-3153-112, D-3153-12, D-3153-15, D-3153-18, D-3153-1G, D-3153-2, D-3153-20, D-3153-2G, D-3153-3, D-3153-300, D-3153-3G, D-3153-4, D-3153-4G, D-3153-5, D-3153-5120, D-3153-5120G, D-3153-5130, D-3153-5130G, D-3153-6, D-3153-600, D-3153-6002, D-3153-6003, D-3153-608, D-3153-7, D-3153-701, D-3244, D-3244-500, D-3244-5100, D-3244-5110, D-3244-615, D-3246-5100, D-3246-5110, D-3246-600, D-3246-800, D-9502-12, D-9502-8, D-9502-9, Not Specified, VF-001-601, VF-001-602, VF-001-603, VF-001-604, VF-001-605, VF-002-601, VF-002-602, VF-002-603, VF-002-604, VF-003-601, VF-003-602, VF-003-604, VF-003-605, VF-003-606, VF-003-607, VF-005-601, VF-005-602, VF-005-603, VF-00X-601, VF-00X-602, VF-00X-603, VF-00X-604, VF-00X-605, VF-00X-606, VF-00X-607, VF-00X-608, VF-3WAY-100",Not Specified,Not Specified,Building Automation and Controls,D-3153-Joh-_VF-3WAY-100-Nd-naBs
Damper Actuator,Johnson Controls,"Accessories, Accessory, Electric Actuator, Flanged Globe or Ball Valve and Actuator, Pneumatic Actuator","2446599, D-251-705, D-3000-1076, D-3000-1077, D-3031-10, D-3031-100, D-3031-101, D-3031-102, D-3031-18, D-3031-3, D-3031-4, D-3031-7, D-3062-1, D-3062-100, D-3062-101, D-3062-104, D-3062-106, D-3062-107, D-3062-108, D-3062-2, D-3062-3, D-3062-3192, D-3062-3196, D-3062-3203, D-3062-3211, D-3062-3224, D-3062-3251, D-3062-3282, D-3062-3292, D-3062-3293, D-3062-3311, D-3062-4, D-3062-41, D-3062-5113, D-3062-5122, D-3062-5242, D-3062-5263, D-3062-5273, D-3073-101, D-3073-600, D-3153, D-3153-1, D-3153-103, D-3153-104, D-3153-106, D-3153-110, D-3153-111, D-3153-112, D-3153-12, D-3153-15, D-3153-18, D-3153-1G, D-3153-2, D-3153-20, D-3153-2G, D-3153-3, D-3153-3G, D-3153-4, D-3153-4G, D-3153-5, D-3153-5120G, D-3153-5130G, D-3153-6, D-3153-6002, D-3153-6003, D-3153-608, D-3153-7, D-3153-701, D-3244-1, D-3244-100, D-3244-101, D-3244-2, D-3244-3, D-3244-4, D-3244-5, D-3244-6001, D-3244-615, D-3244-618, D-3246-1, D-3246-2, D-3246-3, D-3246-4, D-3246-5, D-3246-5100, D-3246-5110, D-3246-5120, D-3246-6001, D-3246-701, D-4070-1, D-4070-10, D-4070-2, D-4070-3, D-4070-4, D-4070-5, D-4070-6, D-4070-6001, D-4070-6002, D-4070-7, D-4070-8, D-4070-9, D-4073-1, D-4073-2, D-4073-3, D-4073-3100, D-4073-3107, D-4073-3123, D-4073-4, D-4073-5, D-4073-6, D-4073-6001, D-4073-6002, D-4073-6003, D-4073-7, D-9502-12, D-9502-8, D-9502-9, DS-3062, DS-3062-1, DS-3062-2, DS-3062-4263, DS-3153, DS-3153-1, DS-3153-2, DS-3153-5, EP-8000-101, EPP-1000, EPP-1000-11, EPP-1000-12, EPP-1000-13, EPP-1000-21, EPP-1000-22, EPP-1000-23, EPP-1000-601, EPP-1000-8, M100C, M100E, M100E series, M100G, M100Q, M110CGA-2, M110EGA-1, M110GGA-3, M120CGA-2, M120GGA-3, M130CGA-2, M130EGA-1, M130GGA-3, M140CGA-2, M140GGA-3, M150CGA-2, M150GGA-3, M9000, M9000-150, M9000-151, M9000-152, M9000-153, M9000-154, M9204-CNA-2, M9204-CNC-2, M9204-CNx, Not Specified, R81CAA-2, R81EAA-2, R81GAA-2, R81QAA-1, R81QAA-3",Not Specified,Not Specified,Building Automation and Controls,Damper_Actuator-Joh-_R81QAA-3-Nd-naBs
DS-3062,Johnson Controls,Pneumatic Actuator,"D-3062-1, D-3062-100, D-3062-101, D-3062-104, D-3062-106, D-3062-107, D-3062-108, D-3062-2, D-3062-3, D-3062-3192, D-3062-3196, D-3062-3203, D-3062-3211, D-3062-3224, D-3062-3251, D-3062-3282, D-3062-3292, D-3062-3293, D-3062-3311, D-3062-4, D-3062-41, D-3062-5113, D-3062-5122, D-3062-5242, D-3062-5263, D-3062-5273, DS-3062, DS-3062-1, DS-3062-4263",Not Specified,Not Specified,Building Automation and Controls,DS-3062-Joh-_DS-3062-4263-Nd-naBs
DS-3153,Johnson Controls,Pneumatic Actuator,"DS-3062-1, DS-3153, DS-3153-1, DS-3153-2, DS-3153-5",Not Specified,Not Specified,Building Automation and Controls,DS-3153-Joh-_DS-3153-5-Nd-naBs
PCG Control Panel,Facility Explorer,Control Panel,"PAYA00001AH0, PAYA00001BH0, PAYA00001BH4, PAYA00001FH0, PAYA00001FH4, PAYA00011BH0, PAYA00011EH0, PAYAZA001AH0, PAYAZA001BH0, PAYAZA011BH0, PAYAZB002AH0, PAYAZB002BH0, PAYAZB012BH0, PAYAZC002AH0, PAYAZC002BH0, PAYAZC012BH0, PAYAZD002AH0, PAYAZD002BH0, PAYAZD012BH0, PAYB00001AH0, PAYB00001AH4, PAYB00001BH0, PAYB00001BH4, PAYB00001FH0, PAYB00001FH4, PAYB00002AH0, PAYB00011BH0, PAYB00011EH0, PAYBZA001AH0, PAYBZA001BH0, PAYBZA011BH0, PAYBZB002AH0, PAYBZB002BH0, PAYBZB012BH0, PAYBZC002AH0, PAYBZC002BH0, PAYBZC012BH0, PAYBZD002AH0, PAYBZD002BH0, PAYBZD002BH4, PAYBZD012BH0, PAYBZE002BH0, PAYBZF002AH0, PAYBZF002BH0, PAYBZG002AH0, PAYBZG002BH0, PAYBZH002AH0, PAYBZH002BH0, PAYC00001BH0, PAYC00001FH0, PAYD00001AH0, PAYD00001BH0, PAYD00001FH0, PAZA00001FH0, PAZB00001FH0, PAZC00001FH0, PAZD00001FH0, PAZF00001FH0, PAZG00001FH0, PAZH00001FH0",Not Specified,Not Specified,Building Automation and Controls,PCG_Control_Panel-Fac-_PAZH00001FH0-Nd-naBs
OptiView,YORK,YORK Enhancement,Not Specified,Not Specified,Not Specified,Chillers,OptiView-YOR-na-Nd-naCs
Addressable Smoke and Heat Sensors; Multi-Sensors Smoke and Heat,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,Not Specified,Addressable_Smoke_and_Heat_Sensors;_Multi-Sensors_Smoke_and_Heat-Sim-na-Nd-naNd
Isolator Bases,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,Not Specified,Isolator_Bases-Sim-na-Nd-naNd
Sounder Bases and Accessories,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,Not Specified,Sounder_Bases_and_Accessories-Sim-na-Nd-naNd
Loop Powered General Signaling Sounder-Beacons,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified,Loop_Powered_General_Signaling_Sounder-Beacons-Sim-na-Nd-naNd
4090-5250 Loop Powered Multiple I/O Module with Three Inputs and Two Outputs,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified,4090-5250_Loop_Powered_Multiple_I/O_Module_with_Three_Inputs_and_Two_Outputs-Sim-na-Nd-naNd
LCD Digital Thermostat,Johnson Controls,Digital Thermostat,Not Specified,Not Specified,Not Specified,Building Automation and Controls APAC,LCD_Digital_Thermostat-Joh-na-Nd-naBC
ECO1001,Johnson Controls,Field Device,"SE-COM1001-0, SE-ECO1001-0, SE-ECO1001-1, SE-FDD1001-0, SE-FDD1001-1, SE-SPU1001-0, SE-SPU1001-1, SE-SPU1002-0, SE-SPU1002-1, SE-SPU1004-0, SE-SPU1004-1, SE-SPU1011-0, SE-SPU1011-1, SE-SPU1012-0, SE-SPU1012-1",Not Specified,Not Specified,Building Automation and Controls,ECO1001-Joh-_SE-SPU1012-1-Nd-naBs
FDD1001,Johnson Controls,Field Device,"SE-COM1001-0, SE-ECO1001-0, SE-ECO1001-1, SE-FDD1001-0, SE-FDD1001-1, SE-SPU1001-0, SE-SPU1001-1, SE-SPU1002-0, SE-SPU1002-1, SE-SPU1004-0, SE-SPU1004-1, SE-SPU1011-0, SE-SPU1011-1, SE-SPU1012-0, SE-SPU1012-1",Not Specified,Not Specified,Building Automation and Controls,FDD1001-Joh-_SE-SPU1012-1-Nd-naBs
YST,YORK,"Centrifugal, Screw Water Cooled",Not Specified,Not Specified,Not Specified,Chillers,YST-YOR-na-Nd-naCs
F262 Airflow Switch,PENN Controls,"Flow, Liquid Level,Air‐Volume Control","F262, F262AA, F262KDH, F262KDH-01C",F262,24-9803-170,Building Automation and Controls,F262_Airflow_Switch-PEN-_F262KDH-01C-F2-24-9803-170Bs
4-Wire Heat Detector,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,Not Specified,4-Wire_Heat_Detector-Sim-na-Nd-naNd
RZ-2000 Round Zone Damper,Johnson Controls,Zone Damper,RZG,Not Specified,Not Specified,Building Automation and Controls,RZ-2000_Round_Zone_Damper-Joh-RZG-Nd-naBs
RZ-2000 Series Round Zone Damper,Johnson Controls,Zone Damper,RZG,Not Specified,Not Specified,Building Automation and Controls,RZ-2000_Series_Round_Zone_Damper-Joh-RZG-Nd-naBs
Wireless Coordinator Control Panel,Johnson Controls,Control Panel,"PAWA00000HC0, PAWA00004HC0, PAWAG1001EH0, PAWAGA001EH0, PAWAGE001EH0, PAWAGJ001EH0, PAWARE001BH0, PAWARE001BH4, PAWARE001EH0, PAWARE001EH4, PAWARL001BH0, PAWARL001EH0, PAWC00005HC0, PAWD00005HC0",Not Specified,Not Specified,Building Automation and Controls,Wireless_Coordinator_Control_Panel-Joh-_PAWD00005HC0-Nd-naBs
Emerald,CEM Systems,Hardware,Not Specified,Not Specified,TSR-UG-0039-1.4,Access Control,Emerald-CEM-na-Nd-TSR-UG-0039-1.4Al
PC-125x Counter-Balanced Backdraft Damper,Johnson Controls,Backdraft Damper,"PCHNN, PCLNN, PCMNN",Not Specified,Not Specified,Building Automation and Controls,PC-125x_Counter-Balanced_Backdraft_Damper-Joh-_PCMNN-Nd-naBs
VD-1300 Volume Control Damper,Johnson Controls,Control Damper,"DOPEN, DOPHN, DOPSN, VOAEA, VOAEB, VOAEC, VOAED, VOAEF, VOAEG, VOAEN, VOAEP, VOAHA, VOAHB, VOAHC, VOAHD, VOAHF, VOAHG, VOAHN, VOAHP, VOASA, VOASB, VOASC, VOASD, VOASF, VOASG, VOASN, VOASP, VOVEA, VOVEB, VOVEC, VOVED, VOVEF, VOVEG, VOVEN, VOVEP, VOVHA, VOVHB, VOVHC, VOVHD, VOVHF, VOVHG, VOVHN, VOVHP, VOVSA, VOVSB, VOVSC, VOVSD, VOVSF, VOVSG, VOVSN, VOVSP, VPAEA, VPAEB, VPAEC, VPAED, VPAEF, VPAEG, VPAEN, VPAEP, VPAHA, VPAHB, VPAHC, VPAHD, VPAHF, VPAHG, VPAHN, VPAHP, VPASA, VPASB, VPASC, VPASD, VPASF, VPASG, VPASN, VPASP, VPPEA, VPPEB, VPPEC, VPPED, VPPEF, VPPEG, VPPEN, VPPEP, VPPHA, VPPHB, VPPHC, VPPHD, VPPHF, VPPHG, VPPHN, VPPHP, VPPSA, VPPSB, VPPSC, VPPSD, VPPSF, VPPSG, VPPSN, VPPSP, VPVEA, VPVEB, VPVEC, VPVED, VPVEF, VPVEG, VPVEN, VPVEP, VPVHA, VPVHB, VPVHC, VPVHD, VPVHF, VPVHG, VPVHN, VPVHP, VPVSA, VPVSB, VPVSC, VPVSD, VPVSF, VPVSG, VPVSN, VPVSP",Not Specified,Not Specified,Building Automation and Controls,VD-1300_Volume_Control_Damper-Joh-_VPVSP-Nd-naBs
VD-1310 Volume Control Damper,Johnson Controls,Control Damper,"DOPEN, DOPHN, DOPSN, Not Specified, VOAEA, VOAEB, VOAEC, VOAED, VOAEF, VOAEG, VOAEN, VOAEP, VOAHA, VOAHB, VOAHC, VOAHD, VOAHF, VOAHG, VOAHN, VOAHP, VOASA, VOASB, VOASC, VOASD, VOASF, VOASG, VOASN, VOASP, VOVEA, VOVEB, VOVEC, VOVED, VOVEF, VOVEG, VOVEN, VOVEP, VOVHA, VOVHB, VOVHC, VOVHD, VOVHF, VOVHG, VOVHN, VOVHP, VOVSA, VOVSB, VOVSC, VOVSD, VOVSF, VOVSG, VOVSN, VOVSP, VPAEA, VPAEB, VPAEC, VPAED, VPAEF, VPAEG, VPAEN, VPAEP, VPAHA, VPAHB, VPAHC, VPAHD, VPAHF, VPAHG, VPAHN, VPAHP, VPASA, VPASB, VPASC, VPASD, VPASF, VPASG, VPASN, VPASP, VPPEA, VPPEB, VPPEC, VPPED, VPPEF, VPPEG, VPPEN, VPPEP, VPPHA, VPPHB, VPPHC, VPPHD, VPPHF, VPPHG, VPPHN, VPPHP, VPPSA, VPPSB, VPPSC, VPPSD, VPPSF, VPPSG, VPPSN, VPPSP, VPVEA, VPVEB, VPVEC, VPVED, VPVEF, VPVEG, VPVEN, VPVEP, VPVHA, VPVHB, VPVHC, VPVHD, VPVHF, VPVHG, VPVHN, VPVHP, VPVSA, VPVSB, VPVSC, VPVSD, VPVSF, VPVSG, VPVSN, VPVSP",Not Specified,Not Specified,Building Automation and Controls,VD-1310_Volume_Control_Damper-Joh-_VPVSP-Nd-naBs
VD-1320 Volume Control Damper,Johnson Controls,Control Damper,"DOPEN, DOPHN, DOPSN, Not Specified, VOAEA, VOAEB, VOAEC, VOAED, VOAEF, VOAEG, VOAEN, VOAEP, VOAHA, VOAHB, VOAHC, VOAHD, VOAHF, VOAHG, VOAHN, VOAHP, VOASA, VOASB, VOASC, VOASD, VOASF, VOASG, VOASN, VOASP, VOVEA, VOVEB, VOVEC, VOVED, VOVEF, VOVEG, VOVEN, VOVEP, VOVHA, VOVHB, VOVHC, VOVHD, VOVHF, VOVHG, VOVHN, VOVHP, VOVSA, VOVSB, VOVSC, VOVSD, VOVSF, VOVSG, VOVSN, VOVSP, VPAEA, VPAEB, VPAEC, VPAED, VPAEF, VPAEG, VPAEN, VPAEP, VPAHA, VPAHB, VPAHC, VPAHD, VPAHF, VPAHG, VPAHN, VPAHP, VPASA, VPASB, VPASC, VPASD, VPASF, VPASG, VPASN, VPASP, VPPEA, VPPEB, VPPEC, VPPED, VPPEF, VPPEG, VPPEN, VPPEP, VPPHA, VPPHB, VPPHC, VPPHD, VPPHF, VPPHG, VPPHN, VPPHP, VPPSA, VPPSB, VPPSC, VPPSD, VPPSF, VPPSG, VPPSN, VPPSP, VPVEA, VPVEB, VPVEC, VPVED, VPVEF, VPVEG, VPVEN, VPVEP, VPVHA, VPVHB, VPVHC, VPVHD, VPVHF, VPVHG, VPVHN, VPVHP, VPVSA, VPVSB, VPVSC, VPVSD, VPVSF, VPVSG, VPVSN, VPVSP",Not Specified,Not Specified,Building Automation and Controls,VD-1320_Volume_Control_Damper-Joh-_VPVSP-Nd-naBs
VD-1330 Volume Control Damper,Johnson Controls,Control Damper,"DOPEN, DOPHN, DOPSN, Not Specified, VOAEA, VOAEB, VOAEC, VOAED, VOAEF, VOAEG, VOAEN, VOAEP, VOAHA, VOAHB, VOAHC, VOAHD, VOAHF, VOAHG, VOAHN, VOAHP, VOASA, VOASB, VOASC, VOASD, VOASF, VOASG, VOASN, VOASP, VOVEA, VOVEB, VOVEC, VOVED, VOVEF, VOVEG, VOVEN, VOVEP, VOVHA, VOVHB, VOVHC, VOVHD, VOVHF, VOVHG, VOVHN, VOVHP, VOVSA, VOVSB, VOVSC, VOVSD, VOVSF, VOVSG, VOVSN, VOVSP, VPAEA, VPAEB, VPAEC, VPAED, VPAEF, VPAEG, VPAEN, VPAEP, VPAHA, VPAHB, VPAHC, VPAHD, VPAHF, VPAHG, VPAHN, VPAHP, VPASA, VPASB, VPASC, VPASD, VPASF, VPASG, VPASN, VPASP, VPPEA, VPPEB, VPPEC, VPPED, VPPEF, VPPEG, VPPEN, VPPEP, VPPHA, VPPHB, VPPHC, VPPHD, VPPHF, VPPHG, VPPHN, VPPHP, VPPSA, VPPSB, VPPSC, VPPSD, VPPSF, VPPSG, VPPSN, VPPSP, VPVEA, VPVEB, VPVEC, VPVED, VPVEF, VPVEG, VPVEN, VPVEP, VPVHA, VPVHB, VPVHC, VPVHD, VPVHF, VPVHG, VPVHN, VPVHP, VPVSA, VPVSB, VPVSC, VPVSD, VPVSF, VPVSG, VPVSN, VPVSP",Not Specified,Not Specified,Building Automation and Controls,VD-1330_Volume_Control_Damper-Joh-_VPVSP-Nd-naBs
RLD PRO,PENN Controls,Refrigerant Leak Detector and Monitor,"RLD-H10G, RLD-H10PRO, RLD-H10PRO-1",Not Specified,Not Specified,Building Automation and Controls,RLD_PRO-PEN-_RLD-H10PRO-1-Nd-naBs
59 Series Notification Appliance Appliance Cover,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified,59_Series_Notification_Appliance_Appliance_Cover-Sim-na-Nd-naNd
SPU,Johnson Controls,Field Device,"LC-PEC1001-0, LC-PEC1002-0, LC-RTU1001-0, LC-RTU1002-0, LC-RTU1004-0, LC-RTU1005-0, SE-COM1001-0, SE-ECO1001-0, SE-ECO1001-1, SE-FDD1001-0, SE-FDD1001-1, SE-SPU1001-0, SE-SPU1001-1, SE-SPU1002-0, SE-SPU1002-1, SE-SPU1004-0, SE-SPU1004-1, SE-SPU1011-0, SE-SPU1011-1, SE-SPU1012-0, SE-SPU1012-1",Not Specified,Not Specified,Building Automation and Controls,SPU-Joh-_SE-SPU1012-1-Nd-naBs
UCB,Johnson Controls,Field Device,"LC-RTU1003-0, SE-SPU1001-0, SE-SPU1001-1, SE-SPU1002-0, SE-SPU1002-1, SE-SPU1004-0, SE-SPU1004-1, SE-SPU1011-0, SE-SPU1011-1, SE-SPU1011-7, SE-SPU1012-0, SE-SPU1012-1, SE-SPU1012-7",Not Specified,Not Specified,Building Automation and Controls,UCB-Joh-_SE-SPU1012-7-Nd-naBs
