product_name,brand,product_category,product_code,product_series,business,product_identifier
T-4000 Cover,Johnson Controls,"Accessory, Pneumatic Thermostat, Room Thermostat, Temperature and Humidity Controller, Thermostat Accessories","T-4000-2138, T-4000-2139, T-4000-2140, T-4000-2141, T-4000-2142, T-4000-2144, T-4000-2145, T-4000-2146, T-4000-2151, T-4000-3139, T-4000-3139B, T-4000-3140, T-4000-3141, T-4000-3142, T-4000-3144, T-4000-3145, T-4002-2123, T-4002-2124, T-4002-2126, T-4002-2127, T-4002-2129, T-4002-2130, T-4002-2132, T-4002-2133, T-4002-2137, T-4502-1735, T-4502-1736, T-4506-2000, T-4506-2001, T-4506-2002, T-4506-2003, T-4506-2004, T-4756-1738, T-4756-1739, T-4756-2141, T-4756-2145",Not Specified,Building Automation and Controls,34475eb9aa687060d64a54b20322378119ef7c8a
YCAW,YORK,Reciprocating,Not Specified,Not Specified,Chillers,94a1ad73a540dc13c4a0329e8aaa22780d988963
YCAY,YORK,Reciprocating,Not Specified,Not Specified,Chillers,dd5c3234cf3619010edcf36a6e8dff4d0b3c3007
YCAA,YORK,Reciprocating,Not Specified,Not Specified,Chillers,053925c79f3199bb6dda9bc075a7702a36ef365a
YCAT,YORK,Reciprocating,Not Specified,Not Specified,Chillers,e8fad207822a2157c078106bfe5f2917460271ab
YCAV,YORK,"Chiller Integration, Condensing Unit, Reciprocating, Screw Air Cooled, Screw Water Cooled, Scroll Air Cooled",Not Specified,Not Specified,Chillers,bd9676dfdcd196e4940a37aad23e7f9e1422c143
YCU,YORK,Condensing Unit,Not Specified,Not Specified,Chillers,d6e8925fa55d7c02dcd0413dec9987161899b3a7
LCHAB,YORK,Reciprocating,Not Specified,Not Specified,Chillers,2c3032b0f828959ea6afb7e3ab5ebd776126b59d
OT,YORK,"Centrifugal, YORK Enhancement",Not Specified,Not Specified,Chillers,a5098dad439f8001aaf8c4c1a51989f06bcf091c
YDCU,YORK,Condensing Unit,Not Specified,Not Specified,Chillers,ff4abc9d48eef61922ce76138f2b622f8f4bc637
OM,YORK,"Centrifugal, Screw Water Cooled",Not Specified,Not Specified,Chillers,0c3d081df1d2747e25a61e341668fa11f8d0bcd0
LCHA,YORK,Reciprocating,Not Specified,Not Specified,Chillers,a09990717682d9ef49037b7fc755d60d3721e835
T-4000-619 Repair Parts,Johnson Controls,Accessory,"T-4000-615, T-4000-616, T-4100-600, T-4506-600, T-4506-601, T-4506-602, T-4506-603, T-4506-604, T-4506-605, T-4506-606, T-4506-607, T-4752-619, T-4752-620",Not Specified,Building Automation and Controls,f4e723909937a3d5132c1d2fa6d9096df8566d25
T-5210 Pneumatic Temperature Transmitter,Johnson Controls,Pneumatic Temperature Transmitter,"T-275-100, T-5210-1001, T-5210-1002, T-5210-1004, T-5210-1005, T-5210-1006, T-5210-1007, T-5210-1008, T-5210-1009, T-5210-1113, T-5210-1114, T-5210-1116, T-5210-1118, T-5210-1123, T-5210-1124, T-5210-1125, T-5210-1135, T-5210-1144, T-5210-1150, T-5210-1151, T-5210-138, T-5210-2001, T-5210-2002, T-5210-2003, T-5210-2004, T-5210-2005, T-5210-2006, T-5210-2007, T-5210-2008, T-5210-602",Not Specified,Building Automation and Controls,cca4fea5ed213fdd82f159efc4310b1338657610
T-5210 Temperature Transmitter,Johnson Controls,Pneumatic Temperature Transmitter,Not Specified,Not Specified,Building Automation and Controls,3ebb187ba64aef70a6e132252154b01e45b443b7
T-4000 Aspirator Wallbox Kit,Johnson Controls,Accessory,Not Specified,Not Specified,Building Automation and Controls,78b2dd7b312fb42eb6164b0ba0e26ce19ff86e9f
C-2220 High-Low Pressure Selector,Johnson Controls,"Accessory, Cumulator","C-202-1, C-202-2, C-2220, C-2220-11",Not Specified,Building Automation and Controls,71b10aa9c0593549cb66c420047becbb60ffa8f4
T-3102 Thermostat,Johnson Controls,"Pneumatic Thermostat, Temperature and Pressure Thermostat",T-3102-1,Not Specified,Building Automation and Controls,5f3021e82a6dc0a57ab941160ce8b4a8e9bc05ca
HT,YORK,"Centrifugal, YORK Enhancement",Not Specified,Not Specified,Chillers,dab040b139b9853e67ab674637e8c178dd8465e6
T-8000 Thermostat,Johnson Controls,Other Thermostat,Not Specified,Not Specified,Building Automation and Controls,a07fadb4668de065c7a6602d864e04440950c0b1
LC,YORK,Reciprocating,Not Specified,Not Specified,Chillers,bac6a0d4082aaf1649476f4c6116281b434abafb
R-2080 Booster Relay,Johnson Controls,Accessory,"R-2080, R-2080-1",Not Specified,Building Automation and Controls,1d3c8194ba26016fbf2e49b1bd337b8945b16710
S-7200 Fan Control Switch Mounting Base,Johnson Controls,Accessory,S-7200-1,Not Specified,Building Automation and Controls,3d16114e8bdc36bebacf69193c0fd6ba1f639d7c
RC,YORK,Condensing Unit,Not Specified,Not Specified,Chillers,818b6816c8c57da6fbc6304d53a44b21813a7d67
ES,YORK,Absorption,Not Specified,Not Specified,Chillers,f6b636cd708f172ddb3cf3b086c1cab61783f70e
DCU,YORK,Condensing Unit,Not Specified,Not Specified,Chillers,ad6e8d3ce8a246ccdf6feab7f774d3ed0caae32d
LCHH,YORK,Reciprocating,Not Specified,Not Specified,Chillers,b90da261145ab9277a2aefe415fc2a6d7ab0ea50
HC,YORK,Reciprocating,Not Specified,Not Specified,Chillers,125191fa06a10e915195787efe6f523af80bab29
LCH5,YORK,Reciprocating,Not Specified,Not Specified,Chillers,579ae6360cbe470d53700d010736524ad15b8440
LCX,YORK,Reciprocating,Not Specified,Not Specified,Chillers,64d98019b221c794ab136140ef3ccb3d81d0b338
2DHH,YORK,Reciprocating,Not Specified,Not Specified,Chillers,b841b34f41d09d91c51442e631b05efd52ce19b3
HF,YORK,Reciprocating,Not Specified,Not Specified,Chillers,88fcdcdc6f3daa42da8a1504527fe8fbc10f1eb3
YST,YORK,"Centrifugal, Screw Water Cooled",Not Specified,Not Specified,Chillers,4644afe693f5f7a10c84113bc95741d0469aa071
Bells,Simplex,Accessories,"2905-9916, 2905-9918, 2905-9925, 2905-9927, 2905-9933, 2975-9042, 2975-9045",Not Specified,Not Specified,53ddfd227e8b67bbaa9c42433a8f1838f9a8433c
Chimes and Buzzers Accessory Hardware 2905 Series/2975 Series,Simplex,Accessories,"2905-9916, 2905-9918, 2905-9925, 2905-9927, 2905-9933, 2975-9042, 2975-9045",Not Specified,Not Specified,ff6b00842e107f8eed9e4a829e6b2815586bc1bf
2901 Series Bells,Simplex,Accessories,Not Specified,Not Specified,Not Specified,61214854a88d9dbaeb62337d74111687cfbeda5c
12901 Series Horns and Speakers,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,c1ba947df1c6327d8afb2072d9d674c385163f26
Valves,Johnson Controls,"Accessories, Butterfly Valve and Actuator, Electric Actuator, Flanged Globe or Ball Valve and Actuator, Other Valves and Actuators, Pneumatic Actuator, Threaded Globe Valve and Actuator, Zone and Fan Coil Valve","V-9999-608, V-9999-610",Not Specified,Building Automation and Controls,2e69b921d7a8220bb45968a0aa3b67bdc2dc3a22
Not Specified,Johnson Controls,"Accessories, Accessory, Electric Actuator, Field Device, Flanged Globe or Ball Valve and Actuator, Gateway/Router, Humidity Sensor, Room Pressure Controller, Software Application, System Integration, Temperature Sensor, WSHPs and Reversible Chiller, Water Source Heat Pumps, Wireless Device","AS-CBLTSTAT-0, CN-BRTR-0, DMPR-RS101, DMPR-RS102, DMPR-RS103, J647-601, J647-602, J647-603, J647-604, J647-605, J647-606, J647-607, JG13A020, JG13B020, JG14A020, JG14B020, JG23A020, JG23B020, JG24A020, JG24B020, JH13A020, JH13B020, JH14A020, JH14B020, JH23A020, JH23B020, JH24A020, JH24B020, JM2211, JM2211P13A000, JM2211P23A000, JM2211P33A000, JM2211T13A000, JM2211T23A000, JM2211T33A00T, JM2212, JM2212P13A000, JM2212P23A000, JM2212P33A000, JM2212T13A000, JM2212T23A000, JM2212T33A00T, JM2213, JM2213P13A000, JM2213P23A000, JM2213P33A000, JM2213T13A000, JM2213T23A000, JM2213T33A00T, JM2221, JM2221P13A000, JM2221P23A000, JM2221P33A000, JM2221T13A000, JM2221T23A000, JM2221T33A00T, JM2222, JM2222P13A000, JM2222P23A000, JM2222P33A000, JM2222T13A000, JM2222T23A000, JM2222T33A00T, JM2223, JM2223P13A000, JM2223P23A000, JM2223P33A000, JM2223T13A000, JM2223T23A000, JM2223T33A00T, JM2312, JM2312P13A000, JM2312P23A000, JM2312P33A000, JM2312T13A000, JM2312T23A000, JM2312T33A00T, JM2313, JM2313P13A000, JM2313P23A000, JM2313P33A000, JM2313T13A000, JM2313T23A000, JM2313T33A00T, JM2317, JM2317P13A000, JM2317P23A000, JM2317P33A000, JM2317T13A000, JM2317T23A000, JM2317T33A00T, JM2322, JM2322P13A000, JM2322P23A000, JM2322P33A000, JM2322T13A000, JM2322T23A000, JM2322T33A00T, JM2323, JM2323P13A000, JM2323P23A000, JM2323P33A000, JM2323T13A000, JM2323T23A000, JM2323T33A00T, JM2327, JM2327P13A000, JM2327P23A000, JM2327P33A000, JM2327T13A000, JM2327T23A000, JM2327T33A00T, JM2413, JM2413P13A000, JM2413P23A000, JM2413P33A000, JM2413T13A000, JM2413T23A000, JM2413T33A00T, JM2417, JM2417P13A000, JM2417P23A000, JM2417P33A000, JM2417T13A000, JM2417T23A000, JM2417T33A00T, JM2427, JM2427P13A000, JM2427P23A000, JM2427P33A000, JM2427T13A000, JM2427T23A000, JM2427T33A00T, JM2517, JM2517P13A000, JM2517P23A000, JM2517P33A000, JM2517T13A000, JM2517T23A000, JM2517T33A00T, JM3211, JM3211P13A000, JM3211P33A000, JM3211T13A000, JM3211T33A00T, JM3212, JM3212P13A000, JM3212P33A000, JM3212T13A000, JM3212T33A00T, JM3213, JM3213P13A000, JM3213P33A000, JM3213T13A000, JM3213T33A00T, JM3221, JM3221P13A000, JM3221P33A000, JM3221T13A000, JM3221T33A00T, JM3222, JM3222P13A000, JM3222P33A000, JM3222T13A000, JM3222T33A00T, JM3223, JM3223P13A000, JM3223P33A000, JM3223T13A000, JM3223T33A00T, JM3312, JM3312P13A000, JM3312P33A000, JM3312T13A000, JM3312T33A00T, JM3313, JM3313P13A000, JM3313P33A000, JM3313T13A000, JM3313T33A00T, JM3317, JM3317P13A000, JM3317P33A000, JM3317T13A000, JM3317T33A00T, JM3322, JM3322P13A000, JM3322P33A000, JM3322T13A000, JM3322T33A00T, JM3323, JM3323P13A000, JM3323P33A000, JM3323T13A000, JM3323T33A00T, JM3327, JM3327P13A000, JM3327P33A000, JM3327T13A000, JM3327T33A00T, JM3413, JM3413P13A000, JM3413P33A000, JM3413T13A000, JM3413T33A00T, JM3417, JM3417P13A000, JM3417P33A000, JM3417T13A000, JM3417T33A00T, JM3427, JM3427P13A000, JM3427P33A000, JM3427T13A000, JM3427T33A00T, JM3517, JM3517P13A000, JM3517P33A000, JM3517T13A000, JM3517T33A00T, JP13A000, JP23A000, JP33A000, JS2211, JS2211G14A020, JS2211G14B020, JS2211G24A020, JS2211G24B020, JS2211H14A020, JS2211H14B020, JS2211H24A020, JS2211H24B020, JS2212, JS2212G14A020, JS2212G14B020, JS2212G24A020, JS2212G24B020, JS2212H14A020, JS2212H14B020, JS2212H24A020, JS2212H24B020, JS2213, JS2213G14A020, JS2213G14B020, JS2213G24A020, JS2213G24B020, JS2213H14A020, JS2213H14B020, JS2213H24A020, JS2213H24B020, JS2221, JS2221G14A020, JS2221G14B020, JS2221G24A020, JS2221G24B020, JS2221H14A020, JS2221H14B020, JS2221H24A020, JS2221H24B020, JS2222, JS2222G14A020, JS2222G14B020, JS2222G24A020, JS2222G24B020, JS2222H14A020, JS2222H14B020, JS2222H24A020, JS2222H24B020, JS2223, JS2223G14A020, JS2223G14B020, JS2223G24A020, JS2223G24B020, JS2223H14A020, JS2223H14B020, JS2223H24A020, JS2223H24B020, JS2312, JS2312G14A020, JS2312G14B020, JS2312G24A020, JS2312G24B020, JS2312H14A020, JS2312H14B020, JS2312H24A020, JS2312H24B020, JS2313, JS2313G14A020, JS2313G14B020, JS2313G24A020, JS2313G24B020, JS2313H14A020, JS2313H14B020, JS2313H24A020, JS2313H24B020, JS2322, JS2322G14A020, JS2322G14B020, JS2322G24A020, JS2322G24B020, JS2322H14A020, JS2322H14B020, JS2322H24A020, JS2322H24B020, JS2323, JS2323G14A020, JS2323G14B020, JS2323G24A020, JS2323G24B020, JS2323H14A020, JS2323H14B020, JS2323H24A020, JS2323H24B020, JS2343, JS2343G14A020, JS2343G14B020, JS2343G24A020, JS2343G24B020, JS2343H14A020, JS2343H14B020, JS2343H24A020, JS2343H24B020, JS2417, JS2417G14A020, JS2417G14B020, JS2417G24A020, JS2417G24B020, JS2417H14A020, JS2417H14B020, JS2417H24A020, JS2417H24B020, JS2427, JS2427G14A020, JS2427G14B020, JS2427G24A020, JS2427G24B020, JS2427H14A020, JS2427H14B020, JS2427H24A020, JS2427H24B020, JS2517, JS2517G14A020, JS2517G14B020, JS2517G24A020, JS2517G24B020, JS2517H14A020, JS2517H14B020, JS2517H24A020, JS2517H24B020, JS3213, JS3213G14A020, JS3213G14B020, JS3213H14A020, JS3213H14B020, JS3223, JS3223G14A020, JS3223G14B020, JS3223H14A020, JS3223H14B020, JS3315, JS3315G14A020, JS3315G14B020, JS3315H14A020, JS3315H14B020, JS3325, JS3325G14A020, JS3325G14B020, JS3325H14A020, JS3325H14B020, JS3343, JS3343G14A020, JS3343G14B020, JS3343H14A020, JS3343H14B020, JS3417, JS3417G14A020, JS3417G14B020, JS3417H14A020, JS3417H14B020, JS3427, JS3427G14A020, JS3427G14B020, JS3427H14A020, JS3427H14B020, JS3517, JS3517G14A020, JS3517G14B020, JS3517H14A020, JS3517H14B020, JT13A000, JT2211, JT2211G13A020, JT2211G13B020, JT2211G23A020, JT2211G23B020, JT2211H13A020, JT2211H13B020, JT2211H23A020, JT2211H23B020, JT2212, JT2212G13A020, JT2212G13B020, JT2212G23A020, JT2212G23B020, JT2212H13A020, JT2212H13B020, JT2212H23A020, JT2212H23B020, JT2213, JT2213G13A020, JT2213G13B020, JT2213G23A020, JT2213G23B020, JT2213H13A020, JT2213H13B020, JT2213H23A020, JT2213H23B020, JT2221, JT2221G13A020, JT2221G13B020, JT2221G23A020, JT2221G23B020, JT2221H13A020, JT2221H13B020, JT2221H23A020, JT2221H23B020, JT2222, JT2222G13A020, JT2222G13B020, JT2222G23A020, JT2222G23B020, JT2222H13A020, JT2222H13B020, JT2222H23A020, JT2222H23B020, JT2223, JT2223G13A020, JT2223G13B020, JT2223G23A020, JT2223G23B020, JT2223H13A020, JT2223H13B020, JT2223H23A020, JT2223H23B020, JT2312, JT2312G13A020, JT2312G13B020, JT2312G23A020, JT2312G23B020, JT2312H13A020, JT2312H13B020, JT2312H23A020, JT2312H23B020, JT2313, JT2313G13A020, JT2313G13B020, JT2313G23A020, JT2313G23B020, JT2313H13A020, JT2313H13B020, JT2313H23A020, JT2313H23B020, JT2322, JT2322G13A020, JT2322G13B020, JT2322G23A020, JT2322G23B020, JT2322H13A020, JT2322H13B020, JT2322H23A020, JT2322H23B020, JT2323, JT2323G13A020, JT2323G13B020, JT2323G23A020, JT2323G23B020, JT2323H13A020, JT2323H13B020, JT2323H23A020, JT2323H23B020, JT2343, JT2343G13A020, JT2343G13B020, JT2343G23A020, JT2343G23B020, JT2343H13A020, JT2343H13B020, JT2343H23A020, JT2343H23B020, JT23A000, JT2417, JT2417G13A020, JT2417G13B020, JT2417G23A020, JT2417G23B020, JT2417H13A020, JT2417H13B020, JT2417H23A020, JT2417H23B020, JT2427, JT2427G13A020, JT2427G13B020, JT2427G23A020, JT2427G23B020, JT2427H13A020, JT2427H13B020, JT2427H23A020, JT2427H23B020, JT2517, JT2517G13A020, JT2517G13B020, JT2517G23A020, JT2517G23B020, JT2517H13A020, JT2517H13B020, JT2517H23A020, JT2517H23B020, JT3213, JT3213G13A020, JT3213G13B020, JT3213H13A020, JT3213H13B020, JT3223, JT3223G13A020, JT3223G13B020, JT3223H13A020, JT3223H13B020, JT3315, JT3315G13A020, JT3315G13B020, JT3315H13A020, JT3315H13B020, JT3325, JT3325G13A020, JT3325G13B020, JT3325H13A020, JT3325H13B020, JT3343, JT3343G13A020, JT3343G13B020, JT3343H13A020, JT3343H13B020, JT33A00T, JT3417, JT3417G13A020, JT3417G13B020, JT3417H13A020, JT3417H13B020, JT3427, JT3427G13A020, JT3427G13B020, JT3427H13A020, JT3427H13B020, JT3517, JT3517G13A020, JT3517G13B020, JT3517H13A020, JT3517H13B020, LN-BLDSW-0, LN-SVSEN-0, LN-SVSEN-0G, LN-SVSENH-0, LN-SVSENH-0G, LN-VAVCF-2, LN-VAVLF-1, LN-VAVLF-2, LN-VAVLN-1, LN-VAVLN-2, LN-VVTLF-2, NT-968, NT-969, S01, S02, S03, S04, S05, S06, S07, S08, S09, S0A, S0B, S0C, S0D, S0E, S0F, S0G, S0H, S0I, S0J, S0K, S0L, S0M, S0N, S0O, S0P, S0Q, S0R, S0S, S0T, S0U, S0V, S0W, S0X, S0Y, S0Z, S10, S11, S12, S13, S14, S15, S16, S17, S18, S19, S1A, S1B, S1C, S1D, S1E, S1F, S1G, S1H, S1I, S1J, S1K, S1L, S1M, S1N, S1O, S1P, S1Q, S1R, S1S, S21, S22, S23, S24, S25, S26, S27, S28, S29, S2A, S2B, S2C, S2D, S2E, S2F, S2G, S30, S31, S32, S33, S34, S35, S36, S37, S38, S39, S3A, S3B, S3C, S3D, S3E, S3F, S3G, S3H, S3I, S3J, S3K, S3L, S3M, S3N, S3O, S3P, S3Q, S3R, S3S, S3T, S3U, S3V, S3W, S3X, S3Y, S3Z, S40, S41, S42, S43, S44, S45, S46, S47, S48, S49, S4A, S4B, S4C, S4D, S4E, S4F, S4G, S4H, S4I, S4J, S4K, S4L, S4M, S4N, S4O, S4P, S4Q, S4R, S4S, S4T, S4U, S4V, S4W, S4X, S4Y, S4Z, S50, S51, S52, S53, S54, S55, S56, S57, S58, S59, S5A, S5B, S5C, S5D, S5E, S5F, S5G, S5H, S5I, S5J, S5K, S5L, S5M, S5N, S5O, S5P, S5Q, S5R, S5S, S5T, S5U, S5V, S5W, S5X, S5Y, S5Z, S60, S61, S62, S63, S64, S65, S66, S67, S68, S69, S6A, S6B, S6C, S6D, S6E, S6F, S6G, S6H, S6I, S6J, S6K, S6L, S6M, S6N, S6O, S6P, S6Q, S6R, S6S, S6T, S6U, S6V, S6W, S6X, S6Y, S6Z, S70, S71, S72, S73, S74, S75, S76, S77, S78, S79, S7A, S7B, S7C, S7D, S7E, S7F, S7G, S7H, S7I, S7J, S7K, S7L, S7M, S7N, S7O, S7P, S7Q, S7R, S7S, S7T, S7U, S7V, S7W, S7X, S7Y, S7Z, S80, S81, S82, S83, S84, S85, S86, S87, S88, S89, S8A, S8B, S8C, S8D, S8E, S8F, S8G, S8H, S8I, S8J, S8K, S8L, S8M, S8N, S8O, S8P, S8Q, S8R, S8S, S8T, S8U, S8V, S8W, S8X, S8Y, S8Z, S90, S91, S92, S93, S94, S95, S96, S97, S98, S99, S9A, S9B, S9C, S9D, S9E, S9F, S9G, S9H, S9I, S9J, SI-VRFCBN02-0S, SI-VRFCBN02-0SA, SI-VRFCBN02-0SC, SI-VRFCBN02-0SE, SI-VRFCBN02-0SI, SI-VRFCBN02-0SJ, SI-VRFCBN02-0SN, SI-VRFCBN02-0SS, TL-BLDSW-0, V-3011-6000, V-3011-6001, V-3011-6002, V-3011-6003, V-3020-6006, V-3020-6007, V-3020-6021, V-3020-6045, V-3020-6047, V-3752-636, V-3752-637, V-3752-638, V-3752-639, V-3754-6003, V-3754-6004, V-3754-6005, V-3754-6006, V-3754-6007, V-3755-6002, V-3755-6003, V-3755-6004, V-3755-6005, V-3755-6007, V-3755-6008, V-3755-6009, V-3755-6011, V-3755-6012, V-3755-6013, V-3755-6014, V-3755-6015, V-3755-6017, V-3755-6018, V-3755-6019, V-3755-6020, V-3755-6021, V-3762-6018, V-3800-6001, V-3802-1, V-3974-6001, V-3974-6002, V-3974-6003, V-3974-6004, V-3974-6005, V-3974-6006, V-3974-6007, V-3974-6008, V-3974-6009, V-4324-6003, V-4324-6004, V-4324-6005, V-4530-626, V-4530-650, V-4710-601, V-4710-602, V-4710-603, V-4710-604, V-5252-100, V-5460-602, V-9999-608, V-9999-610, V-9999-644, VA-8050-100, WT-BAC-IP, Y20EBE-2",Not Specified,"Applied Ducted Systems, Building Automation and Controls",4d2ebf7dd4f5a287604fff0b048c03c06cf7cb75
2098 Series End-of-Line Devices,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,35f3b3590eb13c1d6e774c7f49f95bd6cc4ae735
TD Series Heat Detectors,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,21c56966486ff51014670e6f6023854cce8ac3f7
2081 Series E.O.L. Resistors,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,24c104abad3d55c42bf4a47e3cbbcc3381444d2f
Network Control Unit,Johnson Controls,"Control Panel, Expansion Panel","EN-BSF201-0, EN-BSF501-0, EN-EWC100-0, EN-EWC500-0, EN-KEY101-0, EN-KEY102-0, EN-KIT103-0, NU-PWR101-0, NU-PWR101-700",Not Specified,Building Automation and Controls,81763cdba9cd6612c7cf73f7cf34b623cd2cb7e6
Network Expansion Unit,Johnson Controls,"Control Panel, Expansion Panel","EN-BSF201-0, EN-BSF501-0, EN-EWC100-0, EN-EWC500-0, EN-KEY101-0, EN-KEY102-0, EN-KIT103-0, NU-PWR101-0, NU-PWR101-700",Not Specified,Building Automation and Controls,b4bbeb5bcccd09dc3fd15b3c041e6e51c5847618
A2099 Series Single Action Manual Station,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,627b8b19b19966eecbd7739f0212699e1ea79dd6
Remote Trouble Indicator RTI-1C,Simplex,Annunciator,Not Specified,Not Specified,Not Specified,36fa7570e20c57521070a3bb11038d33b81aba2a
VA-8122,Johnson Controls,Electric Actuator,"VA-8020-100, VA-8020-601, VA-8020-605, VA-8122, VA-8122-1",Not Specified,Building Automation and Controls,c72391222ec30c8dfc42d5a3d90f24244db43581
C-7355 7-Day Time Clock,Johnson Controls,Time Clock,"C-7355-10, C-7355-7",Not Specified,Building Automation and Controls,305a3693930a483b0f853e81ea2f7b652e0502a6
Yard Hood Model 826,Simplex,Accessories,Not Specified,Not Specified,Not Specified,16b517622cfd9bf98d18ca7e2ae64a2e05b13f5a
T-4002 External Set Point Adjustment Kit,Johnson Controls,Accessory,"T-4002-5017, T-4002-5018",Not Specified,Building Automation and Controls,e6451e34e1a4cc2572e5a2bf304805cd82718775
4601 Series Annunciator,Simplex,Annunciator,Not Specified,Not Specified,Not Specified,ed6ed36f9636b280a88d5b7befa217d95881d607
2098 Series Ionisation Smoke Detectors,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,e9912eec8959bcbf6cbfa0f0a8e6aaf2c4899bbf
T. Rex,Kantech,Hardware,Not Specified,Not Specified,Not Specified,81124fabcd3b40ea83a04f746c20613bd9b298c9
YD,YORK,"Centrifugal, Screw Water Cooled",Not Specified,Not Specified,Chillers,f39c72ff76b6fb3e146a2d6776a1699aca5c1500
2098-9829C Smoke Detector Guard,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,2b3093a11c4e86a02d9b960a9ba1885646b67f52
ACC-BRKT-100 Mounting Bracket,Johnson Controls,"Accessory, Temperature Sensor",ACC-BRKT-100,Not Specified,Building Automation and Controls,198a651918546a6c22d0093fa6fcb0bb1c088227
TE-67x-600 Mounting Kit,Johnson Controls,Temperature Sensor,"TE-67S-600, TE-67W-600",Not Specified,Building Automation and Controls,65c311e6460eb5da712d9f75e2ba57e6a0b7f2ce
A320 Electronic Temperature Control,PENN Controls,Electronic Temperature Control,A320ABC-1C,Not Specified,Building Automation and Controls,faea8808e97a6f255de5b9283288a1531fc6f233
Dial-Up I/O,Metasys,Software Application,Not Specified,Not Specified,Building Automation and Controls,e87ac2574565590665c2739ac1e586451cc824f1
Metasys for Validated Environments,Metasys,"Server, Software Application","DM-VE0510000-0, DM-VE051500-0, DM-VE0550000-0, DM-VE1010000-0, DM-VE101500-0, DM-VE1050000-0, DM-VE2510000-0, DM-VE251500-0, DM-VE2550000-0, MS-COPY-MVE, MS-MVE-0, MS-MVE-6, MS-MVE-SC3, MS-MVE-SCS, MS-MVE1025U-8, MS-MVE10U-0, MS-MVE10U-6, MS-MVE10U-SC3, MS-MVE10U-SCS, MS-MVE2550U-8, MS-MVE25U-0, MS-MVE25U-6, MS-MVE25U-SC3, MS-MVE25U-SCS, MS-MVE50U-0, MS-MVE50U-6, MS-MVE50U-SC3, MS-MVE50U-SCS, MS-MVE510U-8, MS-MVE525U-8, MS-MVE5U-0, MS-MVE5U-6, MS-MVE5U-SC3, MS-MVE5U-SCS, MW-M5SAES-0, MW-M5SAES-6, MW-M5SAES-M-8, MW-M5SAES-P-8, MW-M5SAOS-0, MW-M5SAOS-6, MW-M5SAOS-M-8",Not Specified,Building Automation and Controls,f1ce892ff37651f85c2d6cc0728e2575705cfb0c
