product_name,product_brand,product_category,product_code,product_series,product_part_number,business
SMU200,Johnson Controls,Supervisory Device,"LC-ZCU200-0, LC-SMU210-0, LC-ZCU310-0, LC-ZCU210-0, LC-ZCU110-0, LC-ZCU100-0, LC-ZCU300-0, LC-ZCU400-0, LC-SMU200-0, LC-ZCU410-0",Not Specified,Not Specified,Building Automation and Controls
SMU210,Johnson Controls,Supervisory Device,"LC-ZCU200-0, LC-SMU210-0, LC-ZCU310-0, LC-ZCU210-0, LC-ZCU110-0, LC-ZCU100-0, LC-ZCU300-0, LC-ZCU400-0, LC-SMU200-0, LC-ZCU410-0",Not Specified,Not Specified,Building Automation and Controls
ZCU,Johnson Controls,Supervisory Device,"LC-ZCU200-0, LC-SMU210-0, LC-ZCU310-0, LC-ZCU210-0, LC-ZCU110-0, LC-ZCU100-0, LC-ZCU300-0, LC-ZCU400-0, LC-SMU200-0, LC-ZCU410-0",Not Specified,Not Specified,Building Automation and Controls
CCS,Johnson Controls,Field Device,"LC-ZEC200-1899, LC-ZEC200-1074, LC-ZEC200-744, LC-ZEC200-175, LC-ZEC200-466, LC-ZEC200-1805, LC-ZEC200-1473, LC-ZEC200-1783, LC-ZEC200-1643, LC-ZEC200-930, LC-ZEC200-329, LC-ZEC200-752, LC-ZEC200-310, LC-ZEC200-1341, LC-ZEC200-1368, LC-ZEC200-1570, LC-ZEC200-469, LC-ZEC200-671, LC-ZEC200-914, LC-ZEC200-1724, LC-ZEC200-1066, LC-ZEC200-1538, LC-ZEC200-1082, LC-ZEC200-1236, LC-ZEC200-0, LC-ZEC200-884, LC-ZEC200-590, LC-ZEC200-906, LC-ZEC200-787, LC-ZEC200-1201, LC-ZEC200-1090, LC-ZEC200-337, LC-ZEC200-1244, LC-ZEC200-817, LC-ZEC200-140, LC-ZEC200-1023, LC-ZEC200-728, LC-ZEC200-1317, LC-ZEC200-264, LC-ZEC200-1880, LC-ZEC200-388, LC-ZEC200-655, LC-ZEC200-280, LC-ZEC200-833, LC-ZEC200-965, LC-ZEC200-485, LC-ZEC200-1252, LC-ZEC200-574, LC-ZEC200-876, LC-ZEC200-302, LC-ZEC200-353, LC-ZEC200-426, LC-ZEC200-507, LC-ZEC200-663, LC-ZEC200-701, LC-ZEC200-1279, LC-ZEC200-1813, LC-ZEC200-957, LC-ZEC200-1260, LC-ZEC200-647, LC-ZEC200-1112, LC-ZEC200-345, LC-ZEC200-604, LC-ZEC200-981, LC-ZEC200-1740, LC-ZEC200-582, LC-ZEC200-1546, LC-ZEC200-1309, LC-ZEC200-1864, LC-ZEC200-159, LC-ZEC200-221, LC-ZEC200-868, LC-ZEC200-1147, LC-ZEC200-1678, LC-ZEC200-396, LC-ZEC200-523, LC-ZEC200-1708, LC-ZEC200-1716, LC-ZEC200-1694, LC-ZEC200-892, LC-ZEC200-973, LC-ZEC200-1163, LC-ZEC200-191, LC-ZEC200-1015, LC-ZEC200-1392, LC-ZEC200-1775, LC-ZEC200-1481, LC-ZEC200-1651, LC-ZEC200-825, LC-ZEC200-1171, LC-ZEC200-1503, LC-ZEC200-779, LC-ZEC200-1856, LC-ZEC200-1465, LC-ZEC200-1384, LC-ZEC200-1104, LC-ZEC200-1821, LC-ZEC200-248, LC-ZEC200-1600, LC-ZEC200-531, LC-ZEC200-442, LC-ZEC200-1759, LC-ZEC200-1058, LC-ZEC200-1767, LC-ZEC200-1872, LC-ZEC200-361, LC-ZEC200-1414, LC-ZEC200-450, LC-ZEC200-1589, LC-ZEC200-1635, LC-ZEC200-760, LC-ZEC200-1031, LC-ZEC200-299, LC-ZEC200-477, LC-ZEC200-1597, LC-ZEC200-1406, LC-ZEC200-1287, LC-ZEC200-620, LC-ZEC200-1007, LC-ZEC200-698, LC-ZEC200-1422, LC-ZEC200-922, LC-ZEC200-1791, LC-ZEC200-1732, LC-ZEC200-515, LC-ZEC200-1562, LC-ZEC200-183, LC-ZEC200-205, LC-ZEC200-808, LC-ZEC200-558, LC-ZEC200-1228, LC-ZEC200-1554, LC-ZEC200-418, LC-ZEC200-434, LC-ZEC200-493, LC-ZEC200-1902, LC-ZEC200-1430, LC-ZEC200-1155, LC-ZEC200-1120, LC-ZEC200-1139, LC-ZEC200-1457, LC-ZEC200-272, LC-ZEC200-1198, LC-ZEC200-167, LC-ZEC200-1848, LC-ZEC200-256, LC-ZEC200-795, LC-ZEC200-1449, LC-ZEC200-1627, LC-ZEC200-1325, LC-ZEC200-213, LC-ZEC200-1376, LC-ZEC200-1333, LC-ZEC200-949, LC-ZEC200-1511, LC-ZEC200-1295, LC-ZEC200-1619, LC-ZEC200-637, LC-ZEC200-841, LC-ZEC200-736, LC-ZEC200-1686, LC-ZEC200-612",Not Specified,Not Specified,Building Automation and Controls
ZEC200,Johnson Controls,Field Device,"LC-ZEC200-1899, LC-ZEC200-1074, LC-ZEC200-744, LC-ZEC200-175, LC-ZEC200-466, LC-ZEC200-1805, LC-ZEC200-1473, LC-ZEC200-1783, LC-ZEC200-1643, LC-ZEC200-930, LC-ZEC200-329, LC-ZEC200-752, LC-ZEC200-310, LC-ZEC200-1341, LC-ZEC200-1368, LC-ZEC200-1570, LC-ZEC200-469, LC-ZEC200-671, LC-ZEC200-914, LC-ZEC200-1724, LC-ZEC200-1066, LC-ZEC200-1538, LC-ZEC200-1082, LC-ZEC200-1236, LC-ZEC200-0, LC-ZEC200-884, LC-ZEC200-590, LC-ZEC200-906, LC-ZEC200-787, LC-ZEC200-1201, LC-ZEC200-1090, LC-ZEC200-337, LC-ZEC200-1244, LC-ZEC200-817, LC-ZEC200-140, LC-ZEC200-1023, LC-ZEC200-728, LC-ZEC200-1317, LC-ZEC200-264, LC-ZEC200-1880, LC-ZEC200-388, LC-ZEC200-655, LC-ZEC200-280, LC-ZEC200-833, LC-ZEC200-965, LC-ZEC200-485, LC-ZEC200-1252, LC-ZEC200-574, LC-ZEC200-876, LC-ZEC200-302, LC-ZEC200-353, LC-ZEC200-426, LC-ZEC200-507, LC-ZEC200-663, LC-ZEC200-701, LC-ZEC200-1279, LC-ZEC200-1813, LC-ZEC200-957, LC-ZEC200-1260, LC-ZEC200-647, LC-ZEC200-1112, LC-ZEC200-345, LC-ZEC200-604, LC-ZEC200-981, LC-ZEC200-1740, LC-ZEC200-582, LC-ZEC200-1546, LC-ZEC200-1309, LC-ZEC200-1864, LC-ZEC200-159, LC-ZEC200-221, LC-ZEC200-868, LC-ZEC200-1147, LC-ZEC200-1678, LC-ZEC200-396, LC-ZEC200-523, LC-ZEC200-1708, LC-ZEC200-1716, LC-ZEC200-1694, LC-ZEC200-892, LC-ZEC200-973, LC-ZEC200-1163, LC-ZEC200-191, LC-ZEC200-1015, LC-ZEC200-1392, LC-ZEC200-1775, LC-ZEC200-1481, LC-ZEC200-1651, LC-ZEC200-825, LC-ZEC200-1171, LC-ZEC200-1503, LC-ZEC200-779, LC-ZEC200-1856, LC-ZEC200-1465, LC-ZEC200-1384, LC-ZEC200-1104, LC-ZEC200-1821, LC-ZEC200-248, LC-ZEC200-1600, LC-ZEC200-531, LC-ZEC200-442, LC-ZEC200-1759, LC-ZEC200-1058, LC-ZEC200-1767, LC-ZEC200-1872, LC-ZEC200-361, LC-ZEC200-1414, LC-ZEC200-450, LC-ZEC200-1589, LC-ZEC200-1635, LC-ZEC200-760, LC-ZEC200-1031, LC-ZEC200-299, LC-ZEC200-477, LC-ZEC200-1597, LC-ZEC200-1406, LC-ZEC200-1287, LC-ZEC200-620, LC-ZEC200-1007, LC-ZEC200-698, LC-ZEC200-1422, LC-ZEC200-922, LC-ZEC200-1791, LC-ZEC200-1732, LC-ZEC200-515, LC-ZEC200-1562, LC-ZEC200-183, LC-ZEC200-205, LC-ZEC200-808, LC-ZEC200-558, LC-ZEC200-1228, LC-ZEC200-1554, LC-ZEC200-418, LC-ZEC200-434, LC-ZEC200-493, LC-ZEC200-1902, LC-ZEC200-1430, LC-ZEC200-1155, LC-ZEC200-1120, LC-ZEC200-1139, LC-ZEC200-1457, LC-ZEC200-272, LC-ZEC200-1198, LC-ZEC200-167, LC-ZEC200-1848, LC-ZEC200-256, LC-ZEC200-795, LC-ZEC200-1449, LC-ZEC200-1627, LC-ZEC200-1325, LC-ZEC200-213, LC-ZEC200-1376, LC-ZEC200-1333, LC-ZEC200-949, LC-ZEC200-1511, LC-ZEC200-1295, LC-ZEC200-1619, LC-ZEC200-637, LC-ZEC200-841, LC-ZEC200-736, LC-ZEC200-1686, LC-ZEC200-612",Not Specified,Not Specified,Building Automation and Controls
BYP200,Johnson Controls,Field Device,LC-ZEC300-0,Not Specified,Not Specified,Building Automation and Controls
CCS,Johnson Controls,Field Device,LC-ZEC300-0,Not Specified,Not Specified,Building Automation and Controls
ZEC300,Johnson Controls,Field Device,LC-ZEC300-0,Not Specified,Not Specified,Building Automation and Controls
CCS,Johnson Controls,Field Device,"LC-ZEC400-21, LC-ZEC400-17, LC-ZEC400-02, LC-ZEC400-18, LC-ZEC400-01, LC-ZEC400-26, LC-ZEC400-20, LC-ZEC400-03, LC-ZEC400-05, LC-ZEC400-23, LC-ZEC400-22, LC-ZEC400-12, LC-ZEC400-09, LC-ZEC400-11, LC-ZEC400-24, LC-ZEC400-15, LC-ZEC400-25, LC-ZEC400-19, LC-ZEC400-14, LC-ZEC400-10, LC-ZEC400-04, LC-ZEC400-07, LC-ZEC400-08, LC-ZEC400-13, LC-ZEC400-06, LC-ZEC400-27, LC-ZEC400-16",Not Specified,Not Specified,Building Automation and Controls
ZEC400,Johnson Controls,Field Device,"LC-ZEC400-21, LC-ZEC400-17, LC-ZEC400-02, LC-ZEC400-18, LC-ZEC400-01, LC-ZEC400-26, LC-ZEC400-20, LC-ZEC400-03, LC-ZEC400-05, LC-ZEC400-23, LC-ZEC400-22, LC-ZEC400-12, LC-ZEC400-09, LC-ZEC400-11, LC-ZEC400-24, LC-ZEC400-15, LC-ZEC400-25, LC-ZEC400-19, LC-ZEC400-14, LC-ZEC400-10, LC-ZEC400-04, LC-ZEC400-07, LC-ZEC400-08, LC-ZEC400-13, LC-ZEC400-06, LC-ZEC400-27, LC-ZEC400-16",Not Specified,Not Specified,Building Automation and Controls
CCS,Johnson Controls,General System Information,"UZD-008X014-1C, UZD-008X012-0C, UZR-06-2C, UZD-016X010-0, UZR-14-6, UZD-018X014-4, UBR-16-2, UZD-010X016-2C, UZR-16-0, UZD-008X016-2C, LC-ZEC400-02, UZD-014X018-0C, UZD-016X010-3, UZR-12-8, LC-ZEC400-18, UBD-020X020-0, UZD-016X008-0, LC-ZCU400-0, UZD-016X008-1, LC-ZEC100-0, UZR-10-4, UZR-12-1, UZD-008X016-1C, UZR-10-6, UBD-030X030-2C, LC-ZEC400-26, UZD-008X016-1, UZD-012X008-8, UZR-16-6, UBR-14-1, UZD-018X014-0, UZR-10-7, UZD-010X020-0, UZD-018X014-6, UZR-14-0C, UZD-018X014-8, UZD-016X010-8, LC-ZCU210-0, UBR-16-0, UBD-014X012-0, UZD-014X008-0, UZR-14-7, UZR-16-2C, UZR-16-4, UZR-14-1, LC-ZEC400-25, UZD-014X018-8, UBD-020X020-2, LC-ZEC400-14, LC-ZCU200-0, UZD-016X008-3, UZD-020X010-1, UZR-06-1, UZR-08-7, UZD-008X012-0, UZR-16-8, LC-ZEC400-13, UZR-08-5, UZD-008X014-0C, UZR-12-3, UZD-008X016-2, UZR-08-1, UBR-10-0, UZR-12-4, UZD-016X010-7, UZD-016X010-5, UZD-020X010-5, UZR-14-8, UZR-06-0, LC-ZEC400-21, UBR-10-2C, UZD-008X014-2C, UBR-16-1, UBR-14-2, UZD-012X008-5, UZR-12-0C, UZD-018X014-1, LC-ZEC400-17, UBD-020X020-2C, UZD-014X018-2C, UZR-12-2C, UBD-030X030-0C, UBD-014X012-0C, UZD-008X014-0, UZR-08-2C, UZR-10-0, LC-SMU200-0, UBD-030X030-0, UBR-14-1C, UZR-08-8, UBD-014X012-1, UZR-06-6, UBD-016X016-2C, UZR-10-0C, UZR-12-0, UZD-016X008-2, LC-ZCU100-0, UZD-010X016-1C, LC-ZEC400-22, UBD-016X016-2, UZR-06-3, LC-ZEC400-12, LC-ZEC400-09, UZD-010X016-2, UZR-14-2, UZD-010X020-1C, UZD-010X016-1, LC-ZEC120-0, UBD-020X020-0C, UZD-014X008-3, UZD-010X020-1, UZD-014X018-5, LC-ZEC400-15, UZD-014X008-5, UZD-018X014-2, UZR-06-7, UBR-14-2C, UZR-14-2C, UZR-16-2, UZR-10-1, UZR-08-6, UZR-10-8, UZD-008X012-2, UZD-014X008-8, UZD-014X018-7, UZR-12-7, UZD-020X010-6, UZD-010X016-0C, UBR-10-2, UZR-10-5, UZR-14-5, LC-ZCU110-0, UBR-12-2C, LC-ZEC400-27, LC-ZCU410-0, UBR-12-2, LC-SMU210-0, UZD-012X008-6, UBD-016X016-0, UZR-16-0C, UZD-008X012-1C, UZD-014X018-6, UZR-16-1C, LC-RTU1002-0, UZD-016X010-4, UZD-016X008-7, UZR-14-4, UZR-10-1C, UZR-08-0, UZR-14-3, LC-RTU1005-0, UZD-014X008-2, LC-ZEC400-01, UBD-012X014-2, LC-ZEC400-23, UZR-06-8, LC-ZEC300-0, UBD-020X020-1, UZD-012X008-1, UBD-020X020-1C, LC-RTU1001-0, UBR-16-1C, UZD-010X016-0, UBD-016X016-1C, UZD-008X014-1, UZD-014X008-6, UZD-014X018-0, LC-RTU1003-0, UZD-018X014-5, LC-ZEC400-24, UBD-012X014-1, UZD-020X010-3, UZR-16-3, UBR-12-0, UZR-06-2, LC-ZCU300-0, UZR-06-4, UZR-08-0C, UZR-14-0, UZD-010X020-2, UZR-10-2C, UZD-014X018-1, LC-ZEC400-19, UBD-030X030-2, UZD-014X018-2, UZD-020X010-4, UBD-030X030-1C, UZR-10-2, LC-ZEC400-04, UBR-12-1C, UZD-018X014-3, LC-ZEC400-07, LC-ZEC400-08, UBR-14-0, UZR-08-1C, UZR-08-4, UZR-12-6, UBR-10-1C, LC-ZEC400-06, UZR-12-5, UZD-014X008-1, UBD-014X012-1C, UZD-014X018-1C, UZD-010X020-2C, UZD-016X010-1, LC-ZEC400-16, UZR-16-5, LC-ZEC110-0, UZR-14-1C, UZR-16-1, UZD-020X010-2, UZD-020X010-0, UZD-020X010-8, UZR-06-0C, UBR-16-0C, UZD-016X008-5, LC-ZCU310-0, UZD-008X016-0, UZD-012X008-3, UZD-008X012-1, UBR-10-1, LC-ZEC400-20, UZR-12-2, LC-ZEC400-03, LC-ZEC400-05, UZD-008X012-2C, UZD-018X014-7, UBR-12-0C, UZD-012X008-7, LC-PEC1001-0, LC-RTU1004-0, UBD-030X030-1, UBD-014X012-2C, UZD-020X010-7, UZR-08-2, UZR-10-3, UZR-06-1C, UBD-012X014-0, UZR-12-1C, UZD-014X018-3, LC-ZEC400-11, UZD-014X018-4, UZD-016X008-6, UBR-14-0C, UZD-012X008-2, UZD-016X008-4, UBD-016X016-1, UZD-008X016-0C, UBR-16-2C, UBR-12-1, LC-ZEC400-10, LC-BYP100-0, UZR-08-3, UZD-014X008-7, UZD-016X008-8, UZR-06-5, UBD-016X016-0C, UBR-10-0C, UZD-010X020-0C, UZD-016X010-6, UZD-014X008-4, UZR-16-7, LC-PEC1002-0, UZD-012X008-0, UZD-012X008-4, UBD-014X012-2, UZD-016X010-2, UZD-008X014-2",Not Specified,Not Specified,Building Automation and Controls
SEC,Johnson Controls,General System Information,"UZD-008X014-1C, UZD-008X012-0C, UZR-06-2C, UZD-016X010-0, UZR-14-6, UZD-018X014-4, UBR-16-2, UZD-010X016-2C, UZR-16-0, UZD-008X016-2C, LC-ZEC400-02, UZD-014X018-0C, UZD-016X010-3, UZR-12-8, LC-ZEC400-18, UBD-020X020-0, UZD-016X008-0, LC-ZCU400-0, UZD-016X008-1, LC-ZEC100-0, UZR-10-4, UZR-12-1, UZD-008X016-1C, UZR-10-6, UBD-030X030-2C, LC-ZEC400-26, UZD-008X016-1, UZD-012X008-8, UZR-16-6, UBR-14-1, UZD-018X014-0, UZR-10-7, UZD-010X020-0, UZD-018X014-6, UZR-14-0C, UZD-018X014-8, UZD-016X010-8, LC-ZCU210-0, UBR-16-0, UBD-014X012-0, UZD-014X008-0, UZR-14-7, UZR-16-2C, UZR-16-4, UZR-14-1, LC-ZEC400-25, UZD-014X018-8, UBD-020X020-2, LC-ZEC400-14, LC-ZCU200-0, UZD-016X008-3, UZD-020X010-1, UZR-06-1, UZR-08-7, UZD-008X012-0, UZR-16-8, LC-ZEC400-13, UZR-08-5, UZD-008X014-0C, UZR-12-3, UZD-008X016-2, UZR-08-1, UBR-10-0, UZR-12-4, UZD-016X010-7, UZD-016X010-5, UZD-020X010-5, UZR-14-8, UZR-06-0, LC-ZEC400-21, UBR-10-2C, UZD-008X014-2C, UBR-16-1, UBR-14-2, UZD-012X008-5, UZR-12-0C, UZD-018X014-1, LC-ZEC400-17, UBD-020X020-2C, UZD-014X018-2C, UZR-12-2C, UBD-030X030-0C, UBD-014X012-0C, UZD-008X014-0, UZR-08-2C, UZR-10-0, LC-SMU200-0, UBD-030X030-0, UBR-14-1C, UZR-08-8, UBD-014X012-1, UZR-06-6, UBD-016X016-2C, UZR-10-0C, UZR-12-0, UZD-016X008-2, LC-ZCU100-0, UZD-010X016-1C, LC-ZEC400-22, UBD-016X016-2, UZR-06-3, LC-ZEC400-12, LC-ZEC400-09, UZD-010X016-2, UZR-14-2, UZD-010X020-1C, UZD-010X016-1, LC-ZEC120-0, UBD-020X020-0C, UZD-014X008-3, UZD-010X020-1, UZD-014X018-5, LC-ZEC400-15, UZD-014X008-5, UZD-018X014-2, UZR-06-7, UBR-14-2C, UZR-14-2C, UZR-16-2, UZR-10-1, UZR-08-6, UZR-10-8, UZD-008X012-2, UZD-014X008-8, UZD-014X018-7, UZR-12-7, UZD-020X010-6, UZD-010X016-0C, UBR-10-2, UZR-10-5, UZR-14-5, LC-ZCU110-0, UBR-12-2C, LC-ZEC400-27, LC-ZCU410-0, UBR-12-2, LC-SMU210-0, UZD-012X008-6, UBD-016X016-0, UZR-16-0C, UZD-008X012-1C, UZD-014X018-6, UZR-16-1C, LC-RTU1002-0, UZD-016X010-4, UZD-016X008-7, UZR-14-4, UZR-10-1C, UZR-08-0, UZR-14-3, LC-RTU1005-0, UZD-014X008-2, LC-ZEC400-01, UBD-012X014-2, LC-ZEC400-23, UZR-06-8, LC-ZEC300-0, UBD-020X020-1, UZD-012X008-1, UBD-020X020-1C, LC-RTU1001-0, UBR-16-1C, UZD-010X016-0, UBD-016X016-1C, UZD-008X014-1, UZD-014X008-6, UZD-014X018-0, LC-RTU1003-0, UZD-018X014-5, LC-ZEC400-24, UBD-012X014-1, UZD-020X010-3, UZR-16-3, UBR-12-0, UZR-06-2, LC-ZCU300-0, UZR-06-4, UZR-08-0C, UZR-14-0, UZD-010X020-2, UZR-10-2C, UZD-014X018-1, LC-ZEC400-19, UBD-030X030-2, UZD-014X018-2, UZD-020X010-4, UBD-030X030-1C, UZR-10-2, LC-ZEC400-04, UBR-12-1C, UZD-018X014-3, LC-ZEC400-07, LC-ZEC400-08, UBR-14-0, UZR-08-1C, UZR-08-4, UZR-12-6, UBR-10-1C, LC-ZEC400-06, UZR-12-5, UZD-014X008-1, UBD-014X012-1C, UZD-014X018-1C, UZD-010X020-2C, UZD-016X010-1, LC-ZEC400-16, UZR-16-5, LC-ZEC110-0, UZR-14-1C, UZR-16-1, UZD-020X010-2, UZD-020X010-0, UZD-020X010-8, UZR-06-0C, UBR-16-0C, UZD-016X008-5, LC-ZCU310-0, UZD-008X016-0, UZD-012X008-3, UZD-008X012-1, UBR-10-1, LC-ZEC400-20, UZR-12-2, LC-ZEC400-03, LC-ZEC400-05, UZD-008X012-2C, UZD-018X014-7, UBR-12-0C, UZD-012X008-7, LC-PEC1001-0, LC-RTU1004-0, UBD-030X030-1, UBD-014X012-2C, UZD-020X010-7, UZR-08-2, UZR-10-3, UZR-06-1C, UBD-012X014-0, UZR-12-1C, UZD-014X018-3, LC-ZEC400-11, UZD-014X018-4, UZD-016X008-6, UBR-14-0C, UZD-012X008-2, UZD-016X008-4, UBD-016X016-1, UZD-008X016-0C, UBR-16-2C, UBR-12-1, LC-ZEC400-10, LC-BYP100-0, UZR-08-3, UZD-014X008-7, UZD-016X008-8, UZR-06-5, UBD-016X016-0C, UBR-10-0C, UZD-010X020-0C, UZD-016X010-6, UZD-014X008-4, UZR-16-7, LC-PEC1002-0, UZD-012X008-0, UZD-012X008-4, UBD-014X012-2, UZD-016X010-2, UZD-008X014-2",Not Specified,Not Specified,Building Automation and Controls
CCS,Johnson Controls,Supervisory Device,"LC-ZEC400-05, LC-ZEC400-02, LC-ZEC400-25, LC-ZEC400-16, LC-ZEC400-22, LC-ZEC400-20, LC-ZCU300-0, LC-ZEC400-04, LC-ZEC400-11, LC-SMU200-0, LC-ZEC300-0, LC-ZEC400-13, LC-ZEC400-24, LC-ZEC400-27, LC-ZEC400-15, LC-ZEC400-18, LC-ZEC400-12, LC-ZEC400-23, LC-ZEC400-10, LC-ZCU200-0, LC-ZEC400-09, LC-ZCU210-0, LC-ZEC400-26, LC-SMU210-0, LC-ZEC400-19, LC-ZCU110-0, LC-ZEC400-06, LC-ZEC400-14, LC-ZEC400-07, LC-ZEC400-17, LC-ZCU100-0, LC-ZEC400-01, LC-ZCU410-0, LC-ZCU310-0, LC-ZCU400-0, LC-ZEC400-21, LC-ZEC400-03, LC-ZEC400-08",Not Specified,Not Specified,Building Automation and Controls
SMU200,Johnson Controls,Supervisory Device,"LC-ZEC400-05, LC-ZEC400-02, LC-ZEC400-25, LC-ZEC400-16, LC-ZEC400-22, LC-ZEC400-20, LC-ZCU300-0, LC-ZEC400-04, LC-ZEC400-11, LC-SMU200-0, LC-ZEC300-0, LC-ZEC400-13, LC-ZEC400-24, LC-ZEC400-27, LC-ZEC400-15, LC-ZEC400-18, LC-ZEC400-12, LC-ZEC400-23, LC-ZEC400-10, LC-ZCU200-0, LC-ZEC400-09, LC-ZCU210-0, LC-ZEC400-26, LC-SMU210-0, LC-ZEC400-19, LC-ZCU110-0, LC-ZEC400-06, LC-ZEC400-14, LC-ZEC400-07, LC-ZEC400-17, LC-ZCU100-0, LC-ZEC400-01, LC-ZCU410-0, LC-ZCU310-0, LC-ZCU400-0, LC-ZEC400-21, LC-ZEC400-03, LC-ZEC400-08",Not Specified,Not Specified,Building Automation and Controls
SMU210,Johnson Controls,Supervisory Device,"LC-ZEC400-05, LC-ZEC400-02, LC-ZEC400-25, LC-ZEC400-16, LC-ZEC400-22, LC-ZEC400-20, LC-ZCU300-0, LC-ZEC400-04, LC-ZEC400-11, LC-SMU200-0, LC-ZEC300-0, LC-ZEC400-13, LC-ZEC400-24, LC-ZEC400-27, LC-ZEC400-15, LC-ZEC400-18, LC-ZEC400-12, LC-ZEC400-23, LC-ZEC400-10, LC-ZCU200-0, LC-ZEC400-09, LC-ZCU210-0, LC-ZEC400-26, LC-SMU210-0, LC-ZEC400-19, LC-ZCU110-0, LC-ZEC400-06, LC-ZEC400-14, LC-ZEC400-07, LC-ZEC400-17, LC-ZCU100-0, LC-ZEC400-01, LC-ZCU410-0, LC-ZCU310-0, LC-ZCU400-0, LC-ZEC400-21, LC-ZEC400-03, LC-ZEC400-08",Not Specified,Not Specified,Building Automation and Controls
ZCU,Johnson Controls,Supervisory Device,"LC-ZEC400-05, LC-ZEC400-02, LC-ZEC400-25, LC-ZEC400-16, LC-ZEC400-22, LC-ZEC400-20, LC-ZCU300-0, LC-ZEC400-04, LC-ZEC400-11, LC-SMU200-0, LC-ZEC300-0, LC-ZEC400-13, LC-ZEC400-24, LC-ZEC400-27, LC-ZEC400-15, LC-ZEC400-18, LC-ZEC400-12, LC-ZEC400-23, LC-ZEC400-10, LC-ZCU200-0, LC-ZEC400-09, LC-ZCU210-0, LC-ZEC400-26, LC-SMU210-0, LC-ZEC400-19, LC-ZCU110-0, LC-ZEC400-06, LC-ZEC400-14, LC-ZEC400-07, LC-ZEC400-17, LC-ZCU100-0, LC-ZEC400-01, LC-ZCU410-0, LC-ZCU310-0, LC-ZCU400-0, LC-ZEC400-21, LC-ZEC400-03, LC-ZEC400-08",Not Specified,Not Specified,Building Automation and Controls
YCAV,YORK,"Screw Air Cooled, Screw Water Cooled",Not Specified,Not Specified,Not Specified,Chillers
YCIV,YORK,"Screw Air Cooled, Screw Water Cooled",Not Specified,Not Specified,Not Specified,Chillers
YVAA,YORK,"Screw Air Cooled, Screw Water Cooled",Not Specified,Not Specified,Not Specified,Chillers
YVWA,YORK,"Screw Air Cooled, Screw Water Cooled",Not Specified,Not Specified,Not Specified,Chillers
TMZ1600 Room Sensor,Johnson Controls,Room Sensor,AP-TMZ1600,Not Specified,Not Specified,Building Automation and Controls
Audible/Visible Notification Appliances,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified
Wall Mount Multi-Candela Horn/Strobe,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified
TrueAlert Adapter Module,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,Not Specified
VDC,YORK,Condensing Unit,Not Specified,Not Specified,Not Specified,Chillers
VDCF,YORK,Condensing Unit,Not Specified,Not Specified,Not Specified,Chillers
Visible Notification Appliances,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified
Wall Mount Multi-Candela Strobe,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified
Weatherproof Notification Appliances and Speakers,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified
System Battery,Simplex,Accessories,Not Specified,Not Specified,Not Specified,Not Specified
YCAL,YORK,Scroll Air Cooled,Not Specified,Not Specified,Not Specified,Chillers
QTC2,Quantech,Scroll Air Cooled,Not Specified,Not Specified,Not Specified,Chillers
